Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;;
CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA;822000091;Meta;Villavicencio;;
FONDO DE CAPACITACION; BIENESTAR SOCIAL Y ESTIMULOS PARA EL PERSONAL VICULADO A LA CONTRALORIA DEPARTAMENTAL DEL CAQUETA;900312757;Caquetá;Florencia;
SENA REGIONAL CAUCA;899999034;Cauca;Popayán;;
ALCALDÍA MUNICIPIO DE HERVEO;800100057;No Definido;No Definido;;
INSTITUTO DEPARTAMENTAL DE BELLAS ARTES;890325989;Valle del Cauca;Cali;;
MUNICIPIO DE CAUCASIA;890906445;No Definido;No Definido;;
CASA DE LA CULTURA DE SAN JUAN NEPOMUCENO;890481013;Bolívar;San Juan Nepomuceno;;
ALCALDIA MUNICIPIO DE CABRERA;890205575;Santander;Cabrera;;
MINISTERIO DE CIENCIA; TECNOLOGIA E INNOVACION;899999296;Arauca;Arauca;
MUNICIPIO DE CARTAGO;891900493;No Definido;No Definido;;
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL -FONAM DTAM AMAZONAS;901037393;Distrito Capital de Bogotá;Bogotá;;
GOBERNACIÓN DEL VALLE - OFICINA DE CONTROL INTERNO;890399029;Valle del Cauca;Cali;;
UNIDAD PRESTADORA DE SALUD ARAUCA - DEPARTAMENTO DE POLICÍA ARAUCA;800140602;Arauca;Arauca;;
ESE ANDRES CALA PIMENTEL;804013885;Santander;Palmar;;
ALCALDÍA MUNICIPIO DE ISNOS;800097098;Huila;Isnos;;
CONTRALORIA  MUNICIPAL DE  VALLEDUPAR;892300310;Cesar;Valledupar;;
INSTITUCION EDUCATIVA DEPARTAMENTAL BAJO PALMAR;900003769;No Definido;No Definido;;
MUNICIPIO EL RETIRO;890983674;No Definido;No Definido;;
MUNICIPIO DE CHAMEZA;800086017;Casanare;Chameza;;
GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO;800094164;Putumayo;Mocoa;;
Alcaldía Municipal de San Juan del Cesar;8921151790;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE BUGA;891380033;Valle del Cauca;Guadalajara De Buga;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO INPEC DE IPIALES;837000111;Nariño;Ipiales;;
MUNICIPIO DE BUENAVISTA;890001879;No Definido;No Definido;;
INSTITUCION EDUCATIVA GAVALDA;823000494;Sucre;Guaranda;;
HOSPITAL DE MANATI ATLANTICO E.S.E;802010401;No Definido;No Definido;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL CORDOBA;899999067;Córdoba;Montería;;
SENA REGIONAL SUCRE;8999990341;Sucre;Sincelejo;;
MUNICIPIO DE VALPARAISO CAQUETA;800050407;Caquetá;Valparaíso;;
INSTITUTO DEL DEPORTE Y LA RECREACION DE TENJO;832001730;Cundinamarca;Tenjo;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL AMAZONAS;899999067;Amazonas;Leticia;;
ALCALDIA MUNICIPAL DE EL AGRADO HUILA;8911801399;No Definido;No Definido;;
PERSONERIA MUNICIPAL DE ABREGO;807001327;No Definido;No Definido;;
UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA;805018833;Valle del Cauca;Cali;;
PARQUES NACIONALES NATURALES- DIRECCION TERRITORIAL PACIFICO;805003737;Valle del Cauca;Cali;;
INSTITUCION EDUCATIVA EUDORO GRANADA;801003927;Quindío;Armenia;;
GOBERNACION DE SUCRE;892280021;No Definido;No Definido;;
CONTRALORIA GENERAL DEL DEPARTAMENTO DE CORDOBA;800193833;Córdoba;Montería;;
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL USAQUEN;800131070;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPIO DE QUIBDO;891680011;No Definido;No Definido;;
UNIDAD DE PLANIFICACIÓN DE TIERRAS RURALES; ADECUACIÓN DE TIERRAS Y USOS AGROPECUARIOS;900479658;Distrito Capital de Bogotá;No Definido;
COMANDO AEREO DE TRANSPORTE MILITAR;800141639;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE CURILLO;800095757;No Definido;No Definido;;
DEPARTAMENTO NACIONAL DE PLANEACION;899999011;Distrito Capital de Bogotá;Bogotá;;
ALCALDÍA MUNICIPAL CHIVATA;800014989;No Definido;No Definido;;
ICBF REGIONAL BOGOTA;899999239;No Definido;No Definido;;
BATALLÓN DE ASPC No. 18 ST. RAFAEL ARAGONA;834000726;Arauca;Arauca;;
FONDO DE GESTION DEL RIESGO DE DESASTRES DEL DEPARTAMENTO DEL CASANARE;901252840;Casanare;Yopal;;
SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL;899999034;Caldas;Manizales;;
MUNICIPIO DE BUENAVISTA - SUCRE;892201286;Sucre;Buenavista;;
GOBERNACION DEL VALLE DEPARTAMENTO ADMINISTRATIVO DE JURIDICA;890399029;Valle del Cauca;Cali;;
INSTITUCION EDUCATIVA MUNICIPAL MANUEL HUMBERTO CARDENAS VELEZ;808000766;Cundinamarca;Fusagasugá;;
INSTITUCION EDUCATIVA SANTA TERESA DE JESUS;890000594;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE GESTION JURIDICA PUBLICA;890399011;Valle del Cauca;Cali;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MAGANGUE;806003190;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE CACERES;890981567;No Definido;No Definido;;
ESAP TERRITORIAL CALDAS;800117525;Caldas;Manizales;;
INSTITUTO CEJEÑO DE LA RECREACION Y EL DEPORTE - INCERDE-;811002944;Antioquia;No Definido;;
COMANDO GENERAL DE LAS FUERZAS MILITARES;800230729;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA LA CONCORDIA;900044364;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE BIENES Y SERVICIOS;890399011;Valle del Cauca;Cali;;
CÁRCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DEL ESPINAL TOLIMA;809002640;Tolima;Espinal;;
IEDOLORESMARIAUCROS;8901030288;Atlántico;Soledad;;
REGION ADMINISTRATIVA Y DE PLANEACION ESPECIAL - RAPE REGION CENTRAL;900788066;No Definido;No Definido;;
DGSM-DISAN-ARC-HONAC;8300396705;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPIO DE SITIONUEVO;891780103;Magdalena;Sitionuevo;;
FONDO ADAPTACIÓN;900450205;No Definido;No Definido;;
HOSPITAL SAN VICENTE DE PAUL FRESNO TOLIMA;890700901;Tolima;Ibagué;;
ESTABLECIMIENTO PENITENCIARIO DE ALTA Y MEDIANA SEGURIDAD DE GIRON;804015585;Santander;Girón;;
ALCALDIA MUNICIPIO DE ARCABUCO;800063791;Boyacá;No Definido;;
FONDO ROTATORIO DEL DANE  - TERRITORIAL CENTRO;800072977;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE MARINILLA;890983716;No Definido;No Definido;;
ALCALDIA MUNICIPIO MOSQUERA;899999342;Cundinamarca;Mosquera;;
INSTITUCION EDUCATIVA AGROPECUARIA CUATRO ESQUINAS;814003511;Nariño;Túquerres;;
EMPRESAS PUBLICAS DEL QUINDIO SA ESP;800063823;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE GRAMALOTE;890501404;No Definido;No Definido;;
INSTITUCION EDUCATIVA NARANJAL;890003799;Quindío;Quimbaya;;
ALCALDIA MUNICIPAL SUSACON BOYACA;891856472;No Definido;No Definido;;
COMANDO AÉREO DE COMBATE No. 5;800141633;Antioquia;Rionegro;;
MUNICIPIO DE GUAPI CAUCA;800084378;Cauca;Guapi;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MELGAR;809003305;Distrito Capital de Bogotá;Bogotá;;
CONTRALORIA GENERAL DE LA REPUBLICA - CGR-GERENCIA DEPARTAMENTAL CESAR;899999067;Cesar;Valledupar;;
INSTITUTO DE CULTURA Y TURISMO DE VENTAQUEMADA;900412723;Boyacá;Ventaquemada;;
INSTITUTO NACIONAL PARA CIEGOS;860015971;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE MUTATA;890980950;Antioquia;Mutatá;;
ESTABLECIMIENTO CARCELARIO SANTA FE DE ANTIOQUIA;811010096;Antioquia;Santafé De Antioquia;;
CENTRAL ADMINISTRATIVA Y CONTABLE PASTO SANIDAD;830039670;Nariño;Pasto;;
ICBF REGIONAL AMAZONAS;899999239;Amazonas;Leticia;;
IE DEPARTAMENTAL INSTITUTO AGRICOLA;800046942;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE TUTA;800027292;No Definido;No Definido;;
PARQUE TEMATICO DE FLORA Y FAUNA DE PERERIA SAS;900811423;Risaralda;Pereira;;
INSTITUTO DISTRITAL DE LA PARTICIPACIÓN Y ACCIÓN COMUNAL;900127054;No Definido;No Definido;;
MUNICIPIO DE DUITAMA;8918551381;Boyacá;Duitama;;
CONTRALORIA GENERAL DE LA REPUBLICA- CGR GERENCIA DEPARTAMENTAL ARAUCA;899999067;Arauca;Arauca;;
SENA REGIONAL ANTIOQUIA Grupo Administrativo Intercentros Medellin;899999034;Antioquia;Medellín;;
AMAZONAS - CONTRALORIA DEPARTAMENTAL DEL AMAZONAS;838000110;Amazonas;Leticia;;
EMPRESA MUNICIPAL PARA LA SALUD (EMSA - LOTERIA DE MANIZALES);890801007;Caldas;Manzanares;;
CENTRO DE MEMORIA HISTORICA;900492141;Distrito Capital de Bogotá;Bogotá;;
CONTRALORIA DE BOGOTA;800245133;Distrito Capital de Bogotá;Bogotá;;
CAJA DE PREVISION SOCIAL MUNICIPAL DE BUCARAMANGA;890204851;Santander;Bucaramanga;;
CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RIO PÁEZ Y ZONAS ALDEAÑAS NASA KIWE;800237214;Cauca;Popayán;;
SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto;899999034;Nariño;Pasto;;
SECRETARIA DE PLANEACION - GOBERNACION DE CUNDINAMARCA;899999114;Distrito Capital de Bogotá;Bogotá;;
FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA;899999734;No Definido;No Definido;;
ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ;890680025;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE GUATEQUE BOYACA;820000981;Boyacá;Guateque;;
MUNICIPIO DE RONDON;891801770;Boyacá;Rondón;;
ALCALDÍA MUNICIPAL DE NILO;899999707;Cundinamarca;Nilo;;
REGIONAL DE ASEGURAMIENTO EN SALUD NO. 2;900419719;Huila;Neiva;;
MUNICIPIO DE ZETAQUIRA;891802106;Boyacá;Zetaquira;;
INSTITUCION EDUCATIVA SINCELEJITO MUNICIPIO DE MAJAGUAL SUCRE;900006877;No Definido;No Definido;;
INSTITUCION EDUCATIVA JOSE MARIA CORDOBA;812002246;Córdoba;Puerto Libertador;;
E.S.E HOSPITAL SAN JUAN DE DIOS;890980346;No Definido;No Definido;;
CONTRALORIA MUNICIPAL DE TUNJA;800107701;Boyacá;Tunja;;
FONAM - DTAN;901037393;Norte de Santander;Tibú;;
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL AGUA BONITA;808003783;Cundinamarca;Silvania;;
CONTRALORIA GENERAL DE LA REPÚBLICA - CGR GERENCIA DEPARTAMENTAL COLEGIADA NARIÑO;899999067;Nariño;Pasto;;
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL GUAJIRA;800218970;La Guajira;Riohacha;;
EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER S.A E.S.P.;900115931;Santander;Bucaramanga;;
INSTITUTO DE PATRIMONIO Y CULTURAL DE CARTAGENA DE INDIAS - IPCC;806013631;Bolívar;Cartagena;;
DISTRITO ESPECIAL DE SANTIAGO DE CALI - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS MUNICIPALES;890399011;No Definido;No Definido;;
AUTORIDAD NACIONAL DE TELEVISION EN LIQUIDACION;900517646;No Definido;No Definido;;
SENA REGIONAL ATLANTICO Intercentros;899999034;Atlántico;Barranquilla;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE TIERRALTA;900127169;Córdoba;Tierralta;;
EMPRESA DE DESARROLLO URBANO Y HABITAT;900272057;Antioquia;Sabaneta;;
AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN;900477169;Distrito Capital de Bogotá;Bogotá;;
COMANDO DE INGENIEROS;8001306324;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL SUCRE;899999069;Sucre;Sincelejo;;
INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;805000889;Valle del Cauca;Cali;;
CONTRALORIA MUNICIPAL DE SOACHA;832000669;Cundinamarca;Soacha;;
INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE;899999048;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA DE GUATEQUE;800013683;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT;890399011;Valle del Cauca;Cali;;
FUERZA AÉREA COLOMBIANA;899999102;Distrito Capital de Bogotá;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CALARCA;890001780;Quindío;Calarca;;
INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT;820000142;No Definido;No Definido;;
ALCALDIA DEL MUNICIPIO DEL LA VICTORIA;800006541;Boyacá;La Victoria;;
DEPARTAMENTO DE POLICIA CESAR;800140623;Cesar;Valledupar;;
EMPRESA FERREA REGIONAL SAS;900403616;Distrito Capital de Bogotá;No Definido;;
ESAP TERRITORIAL BOYACA CASANARE;800117524;Boyacá;Tunja;;
ALCALDIA MUNICIPIO DE VILLAVICENCIO;892099324;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO ICA - SECCIONAL META;899999069;Meta;Villavicencio;;
ALCALDIA MUNICIPIO DE NOCAIMA;899999718;Cundinamarca;Nocaima;;
INSTITUCION EDUCATIVA SAN RAFAEL;835000703;Valle del Cauca;Buenaventura;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO SANTA ROSA DE CABAL;816001880;Risaralda;Santa Rosa De Cabal;;
PERSONERIA PUERTO CARREÑO;900584254;Vichada;Puerto Carreño;;
ICBF REGIONAL CAQUETA;899999239;Caquetá;Florencia;;
SECRETARIA DE SALUD DE CUNDINAMARCA;899999114;Distrito Capital de Bogotá;No Definido;;
ESTABLECIMIENTO PENITENCIARIO  DE MEDIANA SEGURIDAD Y CARCELARIO ARMERO GUAYABAL;809002886;Tolima;Armero;;
Sociedad Portuaria Rio Grande de la Magdalena S.A;900053808;Caldas;No Definido;;
ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL;860523694;Distrito Capital de Bogotá;Bogotá;;
ALCALDÍA DISTRITAL DE SANTA MARTA;891780009;No Definido;No Definido;;
UPRES VALLE;901361882;Valle del Cauca;Cali;;
CENTRAL ADMINISTRATIVA Y CONTABLE MEDELLIN;800130708;Antioquia;No Definido;;
METRO DE BOGOTA SA;901038962;Distrito Capital de Bogotá;Bogotá;;
INPEC ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SINCELEJO;823000931;Sucre;Sincelejo;;
UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS;899999050;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE CAMPOALEGRE;891118119;No Definido;No Definido;;
DISPENSARIO MEDICO DE BUCARAMANGA;830039670;Santander;Bucaramanga;;
SENA REGIONAL BOYACA Grupo Administrativo CGAFE;899999034;Boyacá;Tunja;;
CORPORACIÓN DE LA INDUSTRIA AERONÁUTICA COLOMBIANA S.A.;899999278;Distrito Capital de Bogotá;Bogotá;;
ICBF REGIONAL CUNDINAMARCA;899999239;Distrito Capital de Bogotá;Bogotá;;
Instituto Colombiano Agropecuario - Seccional Casanare;899999069;Casanare;Yopal;;
ESTABLECIMIENTO PÚBLICO AEROPUERTO OLAYA HERRERA;800157073;Antioquia;Medellín;;
DEPARTAMENTO DE POLICIA QUINDIO - UNIDAD PRESTADORA  DE SALUD QUINDIO;800140986;Quindío;Armenia;;
MUNICIPIO DE VILLAGARZON;800054249;Putumayo;Villagarzón;;
MUNICIPIO DE VALPARAISO;890984186;No Definido;No Definido;;
ALCALDIA DE CASABIANCA;890702021;Tolima;Casabianca;;
MUNICIPIO DE LA MONTAÑITA CAQUETA;800095770;No Definido;No Definido;;
CONTRALORIA MUNICIPAL DE FLORIDABLANCA;800005042;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO- SECCIONAL CALDAS;899999069;Caldas;Manizales;;
MINISTERIO DE TRABAJO DIRECCION TERRITORIAL CHOCO;818002098;Chocó;No Definido;;
MUNICIPIO DE PUERTO RICO;800095775;Caquetá;Puerto Rico;;
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL -FONAM DTPA;901037393;Valle del Cauca;Cali;;
ALCALDIA MUNICIPAL DE VALLEDUPAR;800098911;No Definido;No Definido;;
MUNICIPIO DE COVARACHIA;891857920;No Definido;No Definido;;
CONTRALORIA MUNICIPAL ITAGUI;811036609;Antioquia;Itagui;;
ALCALDIA MUNICIPIO DE ZIPAQUIRA;899999318;No Definido;No Definido;;
FISCALÍA GENERAL DE LA NACIÓN REGIONAL PACÍFICO;800187575;Valle del Cauca;Cali;;
COMISIÓN PARA EL ESCLARECIMIENTO DE LA VERDAD; LA CONVIVENCIA Y LA NO REPETICIÓN;901179431;No Definido;No Definido;
UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLAR-ALIMENTOS PARA APRENDER;901377527;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE VALLEDUPAR -ERE-;892301722;Cesar;Valledupar;;
DIRECCION ANTISECUESTRO Y ANTIEXTORSION DE LA POLICIA NACIONAL;830053227;No Definido;No Definido;;
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC DIRECCION REGIONAL OCCIDENTE;805008452;No Definido;No Definido;;
EMPRESA PRESTADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ASEO E;S.P;811022269;Antioquia;No Definido;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MOCOA;846000114;Putumayo;Mocoa;;
UNIDAD PRESTADORA DE SALUD CHOCO;800140951;Chocó;Quibdó;;
INSTITUTO DEPARTAMENTAL DE DEPORTES Y LA RECREACION DEL QUINDIO;801001532;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA MUNICIPAL;890399011;No Definido;No Definido;;
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL ANDES OCCIDENTALES;811004962;Antioquia;Medellín;;
ICBF REGIONAL NORTE DE SANTANDER;899999239;Norte de Santander;Cúcuta;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL SANTANDER;899999067;Santander;Bucaramanga;;
DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA DEL AMBIENTE;899999114;Distrito Capital de Bogotá;No Definido;;
INSTITUCION EDUCATIVA DE LA SAGRADA FAMILIA;892400116;San Andrés, Providencia y Santa Catalina;San Andrés;;
HOSPITAL DEPARTAMENTAL CENTENARIO ESE;821003143;Valle del Cauca;Sevilla;;
ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES;900336004;No Definido;No Definido;;
MUNICIPIO DE YUMBO VALLE;890399025;Valle del Cauca;Yumbo;;
ALCALDÍA MUNICIPIO LA PLAYA DE BELÉN;800000681;Norte de Santander;La Playa;;
ALCALDIA MUNICIPAL DE ARAUQUITA;892099494;No Definido;No Definido;;
Sena - Centro Agropecuario de Buga;899999034;Valle del Cauca;Guadalajara De Buga;;
ALCALDIA DE PASTO;891280000;No Definido;No Definido;;
DIRECCION DE SANIDAD DE LA POLICIA NACIONAL - DISAN PONAL;830041314;Distrito Capital de Bogotá;No Definido;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE VILLETA;832001795;No Definido;No Definido;;
ICBF REGIONAL CHOCO;899999239;Chocó;Quibdó;;
ALCALDIA LOCAL DE CIUDAD BOLIVAR;899999061;Distrito Capital de Bogotá;Bogotá;;
ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA;899999325;Cundinamarca;Madrid;;
INPEC APARTADO;811046676;Antioquia;Apartadó;;
ALCALDIA MUNICIPAL DE SUTATAUSA;899999476;Distrito Capital de Bogotá;Bogotá;;
ARMADA  NACIONAL JEFATURA DE OPERACIONES LOGISTICAS;800141644;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE TIBASOSA;891855361;Boyacá;Tibasosa;;
COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE PICALEÑA;800119348;Tolima;Ibagué;;
Rama Judicial  Dirección Seccional de Administración Judicial de Neiva;800165866;Huila;Neiva;;
ARMADA NACIONAL ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA;800141648;Bolívar;Cartagena;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE EDUCACION;890399011;Valle del Cauca;Cali;;
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL ORINOQUIA;900382496;Meta;Villavicencio;;
INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA;900258711;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE COPER;891801363;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - ICA;899999069;No Definido;No Definido;;
ALCALDÍA MUNICIPAL DE NUEVO COLON;800033062;Boyacá;Nuevo Colón;;
REGIONAL DE ASEGURAMIENTO EN SALUD No. 1;900336524;Distrito Capital de Bogotá;Bogotá;;
FONDO FINANCIERO DISTRITAL DE SALUD..;8002469532;No Definido;No Definido;;
DEPARTAMENTO DE POLICIA CHOCO;800140951;Chocó;Quibdó;;
ESCUELA DE SUBOFICIALES Y NIVEL EJECUTIVO  GONZALO JIMENEZ DE QUESADA;800141206;Cundinamarca;Sibaté;;
EMPRESA COLOMBIANA DE PETROLEOS;899999068;Distrito Capital de Bogotá;Bogotá;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL VAUPES;899999067;Vaupés;Mitú;;
INSTITUCION EDUCATIVA JULIO FERNANDEZ MEDINA;805029865;Valle del Cauca;Restrepo;;
INSTITUCION EDUCATIVA MUNICIPAL LA GRANJA;832009102;Cundinamarca;Zipaquirá;;
GOBERNACIÓN DE RISARALDA;891480085;Risaralda;Pereira;;
METROLINEA S.A;830507387;Santander;Bucaramanga;;
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA-SUROCCIDENTE;899999027;Valle del Cauca;Cali;;
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL YOPAL;844000067;Casanare;Yopal;;
DIRECCION TERRITORIAL ANDES OCCIDENTALES DE PARQUES NACIONALES NATURALES DE COLOMBIA;901037393;Antioquia;Medellín;;
BOMBEROS DE BUCARAMANGA;800022620;Santander;Bucaramanga;;
DIRECCION TERRITORIAL DEL MINISTERIO DEL TRABAJO DEL VALLE DEL CAUCA;805026609;No Definido;No Definido;;
CONGRESO DE LA REPÚBLICA - HONORABLE SENADO DE LA REPÚBLICA;899999103;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD CARCELARIO DE GARZON;813002062;Huila;Garzón;;
INSTITUTO MUNICIPAL DE VIVIENDA DE INTERÉS SOCIAL CAJICA;900132308;Cundinamarca;Cajicá;;
MUNICIPIO DE CALDAS ANTIOQUIA;890980447;No Definido;No Definido;;
REGIONAL DE ASEGURAMIENTO EN SALUD NO.7 POLICÍA NACIONAL;900407224;Meta;Villavicencio;;
MUNICIPIO DE PESCA;891856464;No Definido;No Definido;;
SENA REGIONAL CALDAS Grupo de Apoyo Administrativo Mixto;8999990341;Caldas;Manizales;;
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - NEIVA;800131039;Huila;Neiva;;
GOBERNACIÓN DE CALDAS;890801052;Caldas;Manizales;;
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTAPT;899999034;Antioquia;Apartadó;;
DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS;800114312;Caldas;Manizales;;
UNIVERSIDAD DE CUNDINAMARCA;8906800622;Distrito Capital de Bogotá;Bogotá;;
DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO;890399029;Valle del Cauca;Cali;;
CONTRALORIA GENERAL DE LA REPUBLICA- CGR- DEPARTAMENTAL GUAJIRA;899999067;La Guajira;Riohacha;;
ALCALDIA MUNICIPIO DE MANI 1;800008456;Casanare;Maní;;
EMPRESAS PUBLICAS DE GARAGOA S.A E.S.P;900022034;Boyacá;Garagoa;;
SECRETARÍA DE MINAS; ENERGÍA Y GAS - GOBERNACIÓN DE CUNDINAMARCA;899999114;No Definido;No Definido;
ALCALDÍA MUNICIPIO DE OPORAPA - HUILA;891180179;Huila;Oporapa;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MANIZALES;810001096;Caldas;Manizales;;
INSTITUTO DE TRANSPORTES Y TRANSITO DEL HUILA;800115005;Huila;Rivera;;
ALCLADIA DE DISTRACCION;825000166;La Guajira;Distracción;;
ALCALDIA MUNICIPAL DE IZA;891856077;Boyacá;Iza;;
MUNICIPIO DE SANTA ROSA DE CABAL;891480033;Risaralda;Santa Rosa De Cabal;;
DIRECCION NACIONAL DE ESCUELAS;900373379;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPAL DE PAICOL HUILA;891180194;Huila;Paicol;;
SUPERINTENDENCIA DE SOCIEDADES;899999086;Distrito Capital de Bogotá;Bogotá;;
CONSEJO PROFESIONAL NACIONAL DE ARQUITECTURA Y SUS PROFESIONES AUXILIARES;830059954;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE SOCOTA;800026911;Boyacá;Socotá;;
INSTITUTO DE TRANSITO Y TRANSPORTE DE SOGAMOSO;8260002264;Boyacá;Sogamoso;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TITIRIBI;811010122;Antioquia;Titiribí;;
DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA DE HABITAT Y VIVIENDA;899999114;Distrito Capital de Bogotá;Bogotá;;
CONCEJO DE MANIZALES;810005966;Caldas;Manizales;;
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto;899999034;Norte de Santander;Cúcuta;;
